"participant","complete","amp_recognition_response","gender","age","modern_racism_scale_total","mean_rating","IAT_mean_RT","IAT_perc_acc","IAT_exclude_based_on_fast_trials","AMP_mean_RT","AMP_perc_acc","AMP_neutral_perc_acc","AMP_race_perc_acc","AMP_diff","exclude","condition","IAT_condition","block_order","task_order"
433564844,TRUE,"Only black faces","female",29,18,4,740,0.9,FALSE,401,0.57,0.62,0.52,-0.1,FALSE,4,"Race IAT","incongruent","SCIAT first"
433615812,TRUE,"Only black faces","female",36,12,4.5,1083,0.95,FALSE,875,0.7,0.72,0.68,-0.0399999999999999,FALSE,4,"Race IAT","incongruent","SCIAT first"
434839109,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,5,"Flowers-Insects IAT","congruent","ratings first"
436533122,TRUE,"I don't know","female",24,16,4,957,0.91,FALSE,631,0.5,0.56,0.44,-0.12,FALSE,2,"Race IAT","incongruent","ratings first"
436594691,TRUE,"Only black faces","female",36,13,7,1223,0.99,FALSE,700,0.53,0.12,0.94,0.82,FALSE,3,"Race IAT","congruent","SCIAT first"
437174994,TRUE,"Only black faces","male",54,22,4.83,1584,0.95,FALSE,672,0.62,0.38,0.86,0.48,FALSE,2,"Race IAT","incongruent","ratings first"
437966026,TRUE,"Only black faces","female",26,18,4.83,705,0.96,FALSE,381,0.92,0.94,0.9,-0.0399999999999999,FALSE,2,"Race IAT","incongruent","ratings first"
439610419,TRUE,"Only black faces","male",58,15,4,933,0.97,FALSE,243,0.57,0.54,0.6,0.0599999999999999,FALSE,3,"Race IAT","congruent","SCIAT first"
441906438,TRUE,"I don't know","female",18,15,4,674,0.95,FALSE,579,0.7,0.68,0.72,0.0399999999999999,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
442057301,TRUE,"Only black faces","male",30,17,4.5,662,0.97,FALSE,563,0.75,0.72,0.78,0.0600000000000001,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
442642046,TRUE,"Only black faces","male",23,17,3.33,730,0.92,FALSE,528,0.54,0.6,0.48,-0.12,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
445551724,TRUE,"Only black faces","male",41,13,4,864,0.98,FALSE,996,0.75,0.6,0.9,0.3,FALSE,4,"Race IAT","incongruent","SCIAT first"
459708386,TRUE,"Only black faces","male",50,17,4.67,723,0.98,FALSE,630,0.62,0.6,0.64,0.04,FALSE,2,"Race IAT","incongruent","ratings first"
460474350,TRUE,"Only black faces","female",40,12,4.5,500,0.9,FALSE,342,0.56,0.46,0.66,0.2,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
469898792,TRUE,"I don't know","male",23,20,3.67,1294,0.94,FALSE,416,0.57,0.66,0.48,-0.18,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
470688392,TRUE,"Both white and black faces","male",48,16,4,1088,0.98,FALSE,604,0.85,0.88,0.82,-0.0600000000000001,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
472584680,TRUE,"I don't know","female",33,16,5.83,695,0.94,FALSE,961,0.58,0.52,0.64,0.12,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
473404454,TRUE,"Both white and black faces","female",44,15,4.33,818,0.98,FALSE,412,0.62,0.54,0.7,0.16,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
473455292,TRUE,"Only black faces","female",32,15,4,627,0.9,FALSE,543,0.43,0.5,0.36,-0.14,FALSE,4,"Race IAT","incongruent","SCIAT first"
473496045,TRUE,"Only black faces","female",42,18,4,1008,0.98,FALSE,599,0.86,0.8,0.92,0.12,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
479864629,TRUE,"Only black faces","female",22,15,5.67,789,0.93,FALSE,889,0.49,0.46,0.52,0.06,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
489831608,TRUE,"Only black faces","male",52,19,4,825,0.99,FALSE,543,0.52,0.08,0.96,0.88,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
490524599,TRUE,"Both white and black faces","female",48,14,4,774,0.97,FALSE,358,0.92,0.88,0.96,0.08,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
491055748,TRUE,"Both white and black faces","male",32,21,4,1010,0.77,FALSE,494,0.58,0.62,0.54,-0.08,FALSE,4,"Race IAT","incongruent","SCIAT first"
493145820,TRUE,"Only black faces","male",36,13,5.33,848,0.92,FALSE,662,0.78,0.76,0.8,0.04,FALSE,4,"Race IAT","incongruent","SCIAT first"
494187998,TRUE,"Only black faces","female",22,25,3.33,876,0.73,FALSE,212,0.31,0.46,0.16,-0.3,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
495588217,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,"Race IAT","congruent","ratings first"
498983412,TRUE,"I don't know","male",37,11,4.17,992,0.97,FALSE,851,0.48,0.48,0.48,0,FALSE,4,"Race IAT","incongruent","SCIAT first"
499294609,TRUE,"Only black faces","male",60,25,4,1151,0.98,FALSE,709,0.27,0.28,0.26,-0.02,FALSE,1,"Race IAT","congruent","ratings first"
504483292,TRUE,"Only black faces","male",18,12,4.33,977,0.98,FALSE,890,0.64,0.66,0.62,-0.04,FALSE,4,"Race IAT","incongruent","SCIAT first"
508358502,TRUE,"Only black faces","male",18,25,2.83,661,0.79,FALSE,401,0.7,0.76,0.64,-0.12,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
509722057,TRUE,"Only black faces","female",63,14,4,878,1,FALSE,408,1,1,1,0,FALSE,1,"Race IAT","congruent","ratings first"
510318847,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,7,"Flowers-Insects IAT","congruent","SCIAT first"
510630059,TRUE,"I don't know","male",19,18,2.83,986,0.95,FALSE,819,0.58,0.62,0.54,-0.08,FALSE,3,"Race IAT","congruent","SCIAT first"
510991885,TRUE,"Only black faces","male",40,19,3.33,688,0.99,FALSE,708,0.48,0.4,0.56,0.16,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
512402392,TRUE,"Only black faces","female",57,20,4.83,1007,0.98,FALSE,714,0.54,0.52,0.56,0.04,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
517792012,TRUE,"Only black faces","female",23,12,4.17,745,0.93,FALSE,522,0.59,0.66,0.52,-0.14,FALSE,4,"Race IAT","incongruent","SCIAT first"
520510332,TRUE,"Both white and black faces","female",38,16,5.17,1122,0.85,FALSE,1112,0.28,0.26,0.3,0.04,FALSE,4,"Race IAT","incongruent","SCIAT first"
524937811,TRUE,"Only black faces","male",37,14,3.67,867,0.92,FALSE,735,0.56,0.46,0.66,0.2,FALSE,3,"Race IAT","congruent","SCIAT first"
525360810,TRUE,"Only black faces","female",22,21,3.5,484,0.54,TRUE,153,0.51,0.52,0.5,-0.02,TRUE,2,"Race IAT","incongruent","ratings first"
527478740,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,4,"Race IAT","incongruent","SCIAT first"
527775144,TRUE,"Both white and black faces","male",28,20,4,674,0.66,TRUE,230,0.57,0.6,0.54,-0.0599999999999999,TRUE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
528645024,TRUE,"Only black faces","male",19,15,4.5,606,0.98,FALSE,599,0.66,0.66,0.66,0,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
529922704,TRUE,"I don't know","male",19,16,4.33,1044,0.98,FALSE,614,0.61,0.62,0.6,-0.02,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
530436433,TRUE,"Both white and black faces","female",30,12,5,1139,0.98,FALSE,453,0.92,0.94,0.9,-0.0399999999999999,FALSE,1,"Race IAT","congruent","ratings first"
531963939,TRUE,"Both white and black faces","female",21,15,6.5,905,0.97,FALSE,738,0.71,0.68,0.74,0.0599999999999999,FALSE,3,"Race IAT","congruent","SCIAT first"
532086590,TRUE,"Only black faces","female",53,17,4.67,657,0.93,FALSE,344,0.67,0.68,0.66,-0.02,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
534208930,TRUE,"Only black faces","female",41,19,7,611,0.93,FALSE,135,0.83,0.78,0.88,0.1,FALSE,2,"Race IAT","incongruent","ratings first"
549478871,TRUE,"Only black faces","male",47,31,2,4209,0.88,FALSE,1557,0.38,0.2,0.56,0.36,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
551859719,TRUE,"Both white and black faces","female",31,16,7,725,0.98,FALSE,308,0.55,0.12,0.98,0.86,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
553623186,TRUE,"Only black faces","male",24,16,3.83,835,1,FALSE,404,0.98,1,0.96,-0.04,FALSE,2,"Race IAT","incongruent","ratings first"
568135332,TRUE,"Only black faces","female",34,15,4.33,696,0.92,FALSE,523,0.9,0.88,0.92,0.04,FALSE,4,"Race IAT","incongruent","SCIAT first"
568896474,TRUE,"I don't know","female",47,15,6.17,1030,0.92,FALSE,590,0.49,0.64,0.34,-0.3,FALSE,2,"Race IAT","incongruent","ratings first"
569413659,TRUE,"Only black faces","female",28,12,4.33,808,0.91,FALSE,511,0.67,0.6,0.74,0.14,FALSE,3,"Race IAT","congruent","SCIAT first"
573713595,TRUE,"I don't know","female",37,20,3.83,738,0.98,FALSE,823,0.99,0.98,1,0.02,FALSE,3,"Race IAT","congruent","SCIAT first"
576027034,TRUE,"Both white and black faces","female",58,14,3.5,1025,0.88,FALSE,647,0.56,0.58,0.54,-0.0399999999999999,FALSE,2,"Race IAT","incongruent","ratings first"
584916902,TRUE,"I don't know","male",46,20,4,822,0.98,FALSE,520,0.64,0.58,0.7,0.12,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
586960191,TRUE,"Only black faces","male",25,21,4,975,0.99,FALSE,156,0.44,0.48,0.4,-0.08,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
587659571,TRUE,"Only black faces","female",36,16,4.5,756,0.99,FALSE,415,0.82,0.7,0.94,0.24,FALSE,3,"Race IAT","congruent","SCIAT first"
587718879,TRUE,"Only black faces","male",28,22,4.17,745,0.92,FALSE,460,0.53,0.5,0.56,0.0600000000000001,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
589588938,TRUE,"Only black faces","female",22,17,7,727,0.9,FALSE,270,0.86,0.86,0.86,0,FALSE,2,"Race IAT","incongruent","ratings first"
590508781,TRUE,"Only black faces","female",25,17,4,770,0.98,FALSE,1110,0.59,0.6,0.58,-0.02,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
590882837,TRUE,"Both white and black faces","male",42,29,5.33,1414,0.94,FALSE,308,0.58,0.54,0.62,0.08,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
591972084,TRUE,"Only black faces","male",32,22,4.83,728,0.97,FALSE,755,0.5,0.54,0.46,-0.08,FALSE,4,"Race IAT","incongruent","SCIAT first"
592488477,TRUE,"Only black faces","female",26,17,4.17,1009,0.92,FALSE,631,0.82,0.84,0.8,-0.0399999999999999,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
594682551,TRUE,"Both white and black faces","female",48,18,5,887,0.98,FALSE,655,0.73,0.52,0.94,0.42,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
595785533,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,5,"Flowers-Insects IAT","congruent","ratings first"
601050101,TRUE,"Only black faces","cis female",32,15,4.5,764,0.92,FALSE,422,0.46,0.5,0.42,-0.08,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
601961149,TRUE,"Only black faces","female",22,14,4,685,0.94,FALSE,646,0.45,0.46,0.44,-0.02,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
603568106,TRUE,"Only black faces","male",37,25,4.5,1246,0.92,FALSE,608,0.56,0.78,0.34,-0.44,FALSE,2,"Race IAT","incongruent","ratings first"
606092254,TRUE,"Only black faces","female",34,12,5,684,0.92,FALSE,537,0.54,0.54,0.54,0,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
609129259,TRUE,"Only black faces","male",33,27,7,1308,0.95,FALSE,504,0.83,0.74,0.92,0.18,FALSE,3,"Race IAT","congruent","SCIAT first"
610070130,TRUE,"Only black faces","male",30,19,4,735,0.89,FALSE,427,0.14,0.16,0.12,-0.04,FALSE,2,"Race IAT","incongruent","ratings first"
616623005,TRUE,"Only black faces","female",24,19,4,809,0.98,FALSE,311,0.68,0.6,0.76,0.16,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
616783822,TRUE,"Only black faces","female",27,16,4,637,0.83,FALSE,415,0.7,0.68,0.72,0.0399999999999999,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
618560763,TRUE,"Only black faces","female",18,14,4,607,0.98,FALSE,716,0.67,0.48,0.86,0.38,FALSE,3,"Race IAT","congruent","SCIAT first"
623330752,TRUE,"Both white and black faces","male",42,31,6.5,391,0.53,TRUE,141,0.61,0.58,0.64,0.0600000000000001,TRUE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
623699005,TRUE,"Only black faces","female",24,17,5.67,773,0.85,FALSE,795,1,1,1,0,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
631866447,TRUE,"I don't know","male",60,20,4.33,657,1,FALSE,524,0.74,0.7,0.78,0.0800000000000001,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
636792084,TRUE,"Only black faces","female",42,15,4,741,0.98,FALSE,487,0.5,0.58,0.42,-0.16,FALSE,4,"Race IAT","incongruent","SCIAT first"
636847803,TRUE,"I don't know","female",36,17,5.33,1267,0.98,FALSE,596,0.87,0.94,0.8,-0.14,FALSE,3,"Race IAT","congruent","SCIAT first"
641776334,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,6,"Flowers-Insects IAT","incongruent","ratings first"
645985891,TRUE,"Only black faces","female",25,16,7,1417,0.94,FALSE,390,0.49,0.54,0.44,-0.1,FALSE,3,"Race IAT","congruent","SCIAT first"
647210487,TRUE,"Only black faces","male",65,19,4.5,1247,0.98,FALSE,727,0.44,0.48,0.4,-0.08,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
647333306,TRUE,"Only black faces","female",31,13,5.17,1216,0.96,FALSE,477,0.59,0.6,0.58,-0.02,FALSE,2,"Race IAT","incongruent","ratings first"
650166328,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
650179091,TRUE,"Only black faces","female",21,15,4,750,0.85,FALSE,572,0.59,0.62,0.56,-0.0599999999999999,FALSE,3,"Race IAT","congruent","SCIAT first"
650740867,TRUE,"Only black faces","female",37,11,5,663,0.98,FALSE,704,0.63,0.58,0.68,0.1,FALSE,3,"Race IAT","congruent","SCIAT first"
654828403,TRUE,"Only black faces","male",29,14,7,690,0.94,FALSE,581,0.87,0.84,0.9,0.0600000000000001,FALSE,3,"Race IAT","congruent","SCIAT first"
657581302,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,6,"Flowers-Insects IAT","incongruent","ratings first"
658011067,TRUE,"Only black faces","male",23,15,5.17,781,0.98,FALSE,439,0.69,0.66,0.72,0.0599999999999999,FALSE,3,"Race IAT","congruent","SCIAT first"
665775209,TRUE,"Only black faces","female",42,20,4,813,0.98,FALSE,558,0.78,0.7,0.86,0.16,FALSE,1,"Race IAT","congruent","ratings first"
668360398,TRUE,"Only black faces","female",41,20,4.33,797,0.96,FALSE,697,1,1,1,0,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
668997454,TRUE,"Only black faces","female",23,15,4,642,1,FALSE,515,0.62,0.7,0.54,-0.16,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
676606712,TRUE,"I don't know","female",44,15,4,953,0.98,FALSE,469,1,1,1,0,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
677511107,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,3,"Race IAT","congruent","SCIAT first"
677521782,TRUE,"Only black faces","male ",21,13,5.17,618,0.88,FALSE,479,0.57,0.62,0.52,-0.1,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
679560096,TRUE,"Only black faces","male",32,21,4,899,0.96,FALSE,551,0.67,0.82,0.52,-0.3,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
687742676,TRUE,"I don't know","male",31,22,3.83,899,0.92,FALSE,504,0.37,0.44,0.3,-0.14,FALSE,4,"Race IAT","incongruent","SCIAT first"
688482992,TRUE,"Only black faces","female",24,15,5.33,620,0.92,FALSE,242,0.48,0.18,0.78,0.6,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
692592044,TRUE,"Both white and black faces","male",33,21,4.17,82,0.52,TRUE,185,0.39,0.38,0.4,0.02,TRUE,4,"Race IAT","incongruent","SCIAT first"
692825467,TRUE,"Both white and black faces","female",46,20,3.67,637,0.98,FALSE,688,0.54,0.64,0.44,-0.2,FALSE,3,"Race IAT","congruent","SCIAT first"
698092745,TRUE,"Both white and black faces","female",19,15,5.33,707,0.95,FALSE,283,1,1,1,0,FALSE,1,"Race IAT","congruent","ratings first"
701329033,TRUE,"Both white and black faces","female",60,19,6.33,793,0.97,FALSE,521,0.57,0.6,0.54,-0.0599999999999999,FALSE,1,"Race IAT","congruent","ratings first"
706020134,TRUE,"I don't know","female",24,12,6.17,778,0.94,FALSE,655,0.61,0.5,0.72,0.22,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
707828647,TRUE,"Only black faces","male",42,18,3.5,758,0.92,FALSE,389,0.52,0.58,0.46,-0.12,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
711210983,TRUE,"Only black faces","female",19,15,5,844,0.98,FALSE,1128,0.77,0.72,0.82,0.1,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
712821489,TRUE,"Only black faces","male5aa459",28,13,4,963,0.99,FALSE,550,0.57,0.68,0.46,-0.22,FALSE,1,"Race IAT","congruent","ratings first"
716051228,TRUE,"I don't know","female",54,17,4.67,1058,0.98,FALSE,618,0.98,0.98,0.98,0,FALSE,4,"Race IAT","incongruent","SCIAT first"
722153133,TRUE,"Only black faces","male",59,19,5,1082,0.98,FALSE,493,0.63,0.64,0.62,-0.02,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
722357365,TRUE,"Only black faces","male",34,17,4.17,953,0.88,FALSE,642,0.79,0.86,0.72,-0.14,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
722910150,TRUE,"Only black faces","female",26,14,4.5,943,0.94,FALSE,618,0.57,0.54,0.6,0.0599999999999999,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
723398734,TRUE,"Only black faces","male",59,12,4.83,880,0.98,FALSE,605,0.7,0.7,0.7,0,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
727574247,TRUE,"Only black faces","female",21,23,4.17,833,0.99,FALSE,454,0.45,0.02,0.88,0.86,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
728008339,TRUE,"Only black faces","male",35,13,4.83,879,0.94,FALSE,1041,0.75,0.68,0.82,0.14,FALSE,3,"Race IAT","congruent","SCIAT first"
731902506,TRUE,"I don't know","male",24,17,4.17,868,0.96,FALSE,384,0.73,0.7,0.76,0.0600000000000001,FALSE,2,"Race IAT","incongruent","ratings first"
732229784,TRUE,"Both white and black faces","male",25,16,4.67,714,0.88,FALSE,533,0.65,0.64,0.66,0.02,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
733928976,TRUE,"Both white and black faces","female",29,18,7,716,0.94,FALSE,572,0.83,0.88,0.78,-0.1,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
738856381,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,5,"Flowers-Insects IAT","congruent","ratings first"
743668990,TRUE,"Both white and black faces","male",35,28,2.67,789,0.98,FALSE,524,0.23,0,0.46,0.46,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
751481078,TRUE,"Both white and black faces","male",40,23,7,314,0.47,TRUE,118,0.58,0.62,0.54,-0.08,TRUE,6,"Flowers-Insects IAT","incongruent","ratings first"
751941141,TRUE,"Only black faces","male",50,14,3.83,982,0.99,FALSE,376,0.82,0.78,0.86,0.08,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
752193079,TRUE,"Only black faces","male",44,18,4,1009,0.92,FALSE,402,0.96,0.94,0.98,0.04,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
754325798,TRUE,"Only black faces","female",34,13,4,764,0.95,FALSE,713,0.55,0.42,0.68,0.26,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
754969591,TRUE,"Only black faces","male",31,21,4.17,788,0.99,FALSE,394,0.44,0.72,0.16,-0.56,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
755961286,TRUE,"Only black faces","female",21,14,6,537,0.91,FALSE,432,1,1,1,0,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
757161678,TRUE,"Only black faces","male",42,13,4.83,1423,1,FALSE,1057,0.82,0.8,0.84,0.0399999999999999,FALSE,6,"Flowers-Insects IAT","incongruent","ratings first"
765420181,TRUE,"Only black faces","female",27,20,4.5,735,0.96,FALSE,494,0.59,0.52,0.66,0.14,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
766903329,TRUE,"Only black faces","male",25,15,4,983,0.98,FALSE,560,0.7,0.7,0.7,0,FALSE,1,"Race IAT","congruent","ratings first"
767115399,TRUE,"Both white and black faces","male",20,19,4.17,1050,0.91,FALSE,611,0.34,0.44,0.24,-0.2,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
773667785,TRUE,"Both white and black faces","male",32,14,6,754,0.9,FALSE,522,0.89,0.96,0.82,-0.14,FALSE,1,"Race IAT","congruent","ratings first"
775065202,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,"Race IAT","incongruent","ratings first"
775923536,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
780325366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,6,"Flowers-Insects IAT","incongruent","ratings first"
783403551,TRUE,"Only black faces","male",32,21,4,883,0.87,FALSE,272,0.66,0.58,0.74,0.16,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
791410652,TRUE,"Only black faces","male",35,18,4,744,0.96,FALSE,646,0.88,0.88,0.88,0,FALSE,4,"Race IAT","incongruent","SCIAT first"
799541504,TRUE,"I don't know","female",41,20,3.83,863,0.89,FALSE,707,0.95,0.98,0.92,-0.0599999999999999,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
803208871,TRUE,"Only black faces","female",24,11,7,889,0.95,FALSE,316,0.98,1,0.96,-0.04,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
803503329,TRUE,"Only black faces","female",26,16,6.17,839,0.97,FALSE,477,0.54,0.66,0.42,-0.24,FALSE,1,"Race IAT","congruent","ratings first"
803542216,TRUE,"Only black faces","male",63,7,4,1023,0.99,FALSE,630,1,1,1,0,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
806773957,TRUE,"Only black faces","female",20,11,5.5,818,0.92,FALSE,351,0.6,0.3,0.9,0.6,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
806795175,TRUE,"Only black faces","female",18,19,4,909,0.95,FALSE,344,0.91,0.94,0.88,-0.0599999999999999,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
807009309,TRUE,"Only black faces","female",30,17,4.5,1039,0.92,FALSE,551,0.71,0.78,0.64,-0.14,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
815726993,TRUE,"Only black faces","male",32,19,4.17,797,0.94,FALSE,444,0.59,0.56,0.62,0.0599999999999999,FALSE,1,"Race IAT","congruent","ratings first"
820929681,TRUE,"Both white and black faces","female",58,15,7,1270,0.94,FALSE,413,1,1,1,0,FALSE,1,"Race IAT","congruent","ratings first"
821252036,TRUE,"Both white and black faces","male",18,15,4,764,0.95,FALSE,412,0.53,0.54,0.52,-0.02,FALSE,4,"Race IAT","incongruent","SCIAT first"
824505317,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,5,"Flowers-Insects IAT","congruent","ratings first"
826236667,TRUE,"Only black faces","female",28,24,3.67,803,0.97,FALSE,655,0.56,0.56,0.56,0,FALSE,3,"Race IAT","congruent","SCIAT first"
830748203,TRUE,"Both white and black faces","female",46,13,5,1145,0.98,FALSE,547,1,1,1,0,FALSE,3,"Race IAT","congruent","SCIAT first"
832135924,TRUE,"I don't know","male",58,26,3.83,896,0.97,FALSE,953,0.61,0.58,0.64,0.0600000000000001,FALSE,4,"Race IAT","incongruent","SCIAT first"
834381448,TRUE,"Only black faces","female",49,15,4.83,867,0.99,FALSE,598,0.56,0.58,0.54,-0.0399999999999999,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
835376645,TRUE,"Only black faces","female",37,16,4,1050,0.97,FALSE,545,0.86,0.88,0.84,-0.04,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
843153391,TRUE,"Only black faces","male",53,24,4,935,0.99,FALSE,427,0.47,0.48,0.46,-0.02,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
847083723,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,3,"Race IAT","congruent","SCIAT first"
849747613,TRUE,"Both white and black faces","female",30,15,4,871,0.99,FALSE,388,0.57,0.6,0.54,-0.0599999999999999,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
854706704,TRUE,"I don't know","female",47,15,5.5,782,0.96,FALSE,1178,0.9,0.84,0.96,0.12,FALSE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
855240671,TRUE,"Both white and black faces","male",40,27,5,321,0.52,TRUE,109,0.62,0.64,0.6,-0.04,TRUE,7,"Flowers-Insects IAT","congruent","SCIAT first"
856223037,TRUE,"Only black faces","male",19,20,4,860,0.91,FALSE,354,0.64,0.64,0.64,0,FALSE,5,"Flowers-Insects IAT","congruent","ratings first"
856760907,TRUE,"Only black faces","male",40,26,5,1415,0.94,FALSE,251,0.84,0.82,0.86,0.04,FALSE,3,"Race IAT","congruent","SCIAT first"
863811247,TRUE,"Only black faces","female",61,13,6,1070,0.99,FALSE,177,1,1,1,0,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
866702155,TRUE,"Only black faces","female",22,17,5.83,873,0.9,FALSE,373,0.85,0.78,0.92,0.14,FALSE,3,"Race IAT","congruent","SCIAT first"
867752673,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,"Race IAT","congruent","ratings first"
868161280,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,8,"Flowers-Insects IAT","incongruent","SCIAT first"
869435036,TRUE,"Only black faces","female",25,16,4.5,779,0.94,FALSE,745,0.67,0.68,0.66,-0.02,FALSE,4,"Race IAT","incongruent","SCIAT first"
874928319,TRUE,"Only white faces","male",27,29,4.83,1767,0.96,FALSE,761,0.75,0.7,0.8,0.1,FALSE,7,"Flowers-Insects IAT","congruent","SCIAT first"
