"participant","trial_n","rating","IAT_condition","block_order","task_order","gender","age","modern_racism_scale_total","IAT_exclude_based_on_fast_trials"
301560772,1,4,"Race IAT","incongruent","SCIAT first","male",26,16,FALSE
301560772,2,4,"Race IAT","incongruent","SCIAT first","male",26,16,FALSE
301560772,3,5,"Race IAT","incongruent","SCIAT first","male",26,16,FALSE
301560772,4,6,"Race IAT","incongruent","SCIAT first","male",26,16,FALSE
301560772,5,5,"Race IAT","incongruent","SCIAT first","male",26,16,FALSE
301560772,6,6,"Race IAT","incongruent","SCIAT first","male",26,16,FALSE
172722031,1,5,"Flowers-Insects IAT","congruent","SCIAT first","female",46,21,FALSE
172722031,2,4,"Flowers-Insects IAT","congruent","SCIAT first","female",46,21,FALSE
172722031,3,5,"Flowers-Insects IAT","congruent","SCIAT first","female",46,21,FALSE
172722031,4,5,"Flowers-Insects IAT","congruent","SCIAT first","female",46,21,FALSE
172722031,5,6,"Flowers-Insects IAT","congruent","SCIAT first","female",46,21,FALSE
172722031,6,6,"Flowers-Insects IAT","congruent","SCIAT first","female",46,21,FALSE
944683843,1,3,"Race IAT","congruent","SCIAT first","female",27,18,FALSE
944683843,2,1,"Race IAT","congruent","SCIAT first","female",27,18,FALSE
944683843,3,6,"Race IAT","congruent","SCIAT first","female",27,18,FALSE
944683843,4,6,"Race IAT","congruent","SCIAT first","female",27,18,FALSE
944683843,5,2,"Race IAT","congruent","SCIAT first","female",27,18,FALSE
944683843,6,3,"Race IAT","congruent","SCIAT first","female",27,18,FALSE
593643129,1,4,"Race IAT","congruent","ratings first","female",51,13,FALSE
593643129,2,5,"Race IAT","congruent","ratings first","female",51,13,FALSE
593643129,3,5,"Race IAT","congruent","ratings first","female",51,13,FALSE
593643129,4,4,"Race IAT","congruent","ratings first","female",51,13,FALSE
593643129,5,5,"Race IAT","congruent","ratings first","female",51,13,FALSE
593643129,6,5,"Race IAT","congruent","ratings first","female",51,13,FALSE
542218727,1,3,"Flowers-Insects IAT","congruent","SCIAT first","female",54,15,FALSE
542218727,2,3,"Flowers-Insects IAT","congruent","SCIAT first","female",54,15,FALSE
542218727,3,4,"Flowers-Insects IAT","congruent","SCIAT first","female",54,15,FALSE
542218727,4,4,"Flowers-Insects IAT","congruent","SCIAT first","female",54,15,FALSE
542218727,5,3,"Flowers-Insects IAT","congruent","SCIAT first","female",54,15,FALSE
542218727,6,3,"Flowers-Insects IAT","congruent","SCIAT first","female",54,15,FALSE
431925768,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,FALSE
431925768,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,FALSE
431925768,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,FALSE
431925768,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,FALSE
431925768,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,FALSE
431925768,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",28,19,FALSE
787704087,1,5,"Flowers-Insects IAT","congruent","SCIAT first","male",46,11,FALSE
787704087,2,7,"Flowers-Insects IAT","congruent","SCIAT first","male",46,11,FALSE
787704087,3,7,"Flowers-Insects IAT","congruent","SCIAT first","male",46,11,FALSE
787704087,4,6,"Flowers-Insects IAT","congruent","SCIAT first","male",46,11,FALSE
787704087,5,6,"Flowers-Insects IAT","congruent","SCIAT first","male",46,11,FALSE
787704087,6,6,"Flowers-Insects IAT","congruent","SCIAT first","male",46,11,FALSE
62983505,1,3,"Race IAT","congruent","ratings first","female",63,17,FALSE
62983505,2,4,"Race IAT","congruent","ratings first","female",63,17,FALSE
62983505,3,3,"Race IAT","congruent","ratings first","female",63,17,FALSE
62983505,4,4,"Race IAT","congruent","ratings first","female",63,17,FALSE
62983505,5,3,"Race IAT","congruent","ratings first","female",63,17,FALSE
62983505,6,3,"Race IAT","congruent","ratings first","female",63,17,FALSE
666581979,1,4,"Race IAT","congruent","SCIAT first","female",25,22,FALSE
666581979,2,4,"Race IAT","congruent","SCIAT first","female",25,22,FALSE
666581979,3,4,"Race IAT","congruent","SCIAT first","female",25,22,FALSE
666581979,4,4,"Race IAT","congruent","SCIAT first","female",25,22,FALSE
666581979,5,4,"Race IAT","congruent","SCIAT first","female",25,22,FALSE
666581979,6,4,"Race IAT","congruent","SCIAT first","female",25,22,FALSE
479384312,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",19,19,FALSE
479384312,2,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",19,19,FALSE
479384312,3,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",19,19,FALSE
479384312,4,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",19,19,FALSE
479384312,5,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",19,19,FALSE
479384312,6,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",19,19,FALSE
405880925,1,4,"Flowers-Insects IAT","congruent","ratings first","male",43,18,FALSE
405880925,2,4,"Flowers-Insects IAT","congruent","ratings first","male",43,18,FALSE
405880925,3,4,"Flowers-Insects IAT","congruent","ratings first","male",43,18,FALSE
405880925,4,4,"Flowers-Insects IAT","congruent","ratings first","male",43,18,FALSE
405880925,5,4,"Flowers-Insects IAT","congruent","ratings first","male",43,18,FALSE
405880925,6,4,"Flowers-Insects IAT","congruent","ratings first","male",43,18,FALSE
131557731,1,6,"Race IAT","congruent","SCIAT first","female",48,15,FALSE
131557731,2,6,"Race IAT","congruent","SCIAT first","female",48,15,FALSE
131557731,3,6,"Race IAT","congruent","SCIAT first","female",48,15,FALSE
131557731,4,6,"Race IAT","congruent","SCIAT first","female",48,15,FALSE
131557731,5,6,"Race IAT","congruent","SCIAT first","female",48,15,FALSE
131557731,6,6,"Race IAT","congruent","SCIAT first","female",48,15,FALSE
29137271,1,4,"Flowers-Insects IAT","congruent","SCIAT first","female",33,15,FALSE
29137271,2,4,"Flowers-Insects IAT","congruent","SCIAT first","female",33,15,FALSE
29137271,3,4,"Flowers-Insects IAT","congruent","SCIAT first","female",33,15,FALSE
29137271,4,4,"Flowers-Insects IAT","congruent","SCIAT first","female",33,15,FALSE
29137271,5,4,"Flowers-Insects IAT","congruent","SCIAT first","female",33,15,FALSE
29137271,6,4,"Flowers-Insects IAT","congruent","SCIAT first","female",33,15,FALSE
641734445,1,7,"Flowers-Insects IAT","congruent","ratings first","female",20,28,TRUE
641734445,2,7,"Flowers-Insects IAT","congruent","ratings first","female",20,28,TRUE
641734445,3,7,"Flowers-Insects IAT","congruent","ratings first","female",20,28,TRUE
641734445,4,7,"Flowers-Insects IAT","congruent","ratings first","female",20,28,TRUE
641734445,5,7,"Flowers-Insects IAT","congruent","ratings first","female",20,28,TRUE
641734445,6,7,"Flowers-Insects IAT","congruent","ratings first","female",20,28,TRUE
38779001,1,4,"Race IAT","congruent","ratings first","female",38,16,FALSE
38779001,2,5,"Race IAT","congruent","ratings first","female",38,16,FALSE
38779001,3,5,"Race IAT","congruent","ratings first","female",38,16,FALSE
38779001,4,4,"Race IAT","congruent","ratings first","female",38,16,FALSE
38779001,5,6,"Race IAT","congruent","ratings first","female",38,16,FALSE
38779001,6,5,"Race IAT","congruent","ratings first","female",38,16,FALSE
983434691,1,4,"Race IAT","congruent","SCIAT first","female",32,17,FALSE
983434691,2,4,"Race IAT","congruent","SCIAT first","female",32,17,FALSE
983434691,3,4,"Race IAT","congruent","SCIAT first","female",32,17,FALSE
983434691,4,4,"Race IAT","congruent","SCIAT first","female",32,17,FALSE
983434691,5,4,"Race IAT","congruent","SCIAT first","female",32,17,FALSE
983434691,6,4,"Race IAT","congruent","SCIAT first","female",32,17,FALSE
992967929,1,5,"Race IAT","congruent","ratings first","female",41,15,FALSE
992967929,2,5,"Race IAT","congruent","ratings first","female",41,15,FALSE
992967929,3,5,"Race IAT","congruent","ratings first","female",41,15,FALSE
992967929,4,5,"Race IAT","congruent","ratings first","female",41,15,FALSE
992967929,5,5,"Race IAT","congruent","ratings first","female",41,15,FALSE
992967929,6,5,"Race IAT","congruent","ratings first","female",41,15,FALSE
942206850,1,6,"Race IAT","incongruent","ratings first","female",45,23,FALSE
942206850,2,6,"Race IAT","incongruent","ratings first","female",45,23,FALSE
942206850,3,6,"Race IAT","incongruent","ratings first","female",45,23,FALSE
942206850,4,6,"Race IAT","incongruent","ratings first","female",45,23,FALSE
942206850,5,6,"Race IAT","incongruent","ratings first","female",45,23,FALSE
942206850,6,6,"Race IAT","incongruent","ratings first","female",45,23,FALSE
755258994,1,4,"Race IAT","incongruent","ratings first","female",28,16,FALSE
755258994,2,5,"Race IAT","incongruent","ratings first","female",28,16,FALSE
755258994,3,5,"Race IAT","incongruent","ratings first","female",28,16,FALSE
755258994,4,4,"Race IAT","incongruent","ratings first","female",28,16,FALSE
755258994,5,4,"Race IAT","incongruent","ratings first","female",28,16,FALSE
755258994,6,5,"Race IAT","incongruent","ratings first","female",28,16,FALSE
561714654,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",59,14,FALSE
561714654,2,4,"Flowers-Insects IAT","incongruent","ratings first","female",59,14,FALSE
561714654,3,5,"Flowers-Insects IAT","incongruent","ratings first","female",59,14,FALSE
561714654,4,4,"Flowers-Insects IAT","incongruent","ratings first","female",59,14,FALSE
561714654,5,5,"Flowers-Insects IAT","incongruent","ratings first","female",59,14,FALSE
561714654,6,3,"Flowers-Insects IAT","incongruent","ratings first","female",59,14,FALSE
983422513,1,4,"Race IAT","congruent","ratings first","male",30,21,FALSE
983422513,2,4,"Race IAT","congruent","ratings first","male",30,21,FALSE
983422513,3,5,"Race IAT","congruent","ratings first","male",30,21,FALSE
983422513,4,5,"Race IAT","congruent","ratings first","male",30,21,FALSE
983422513,5,5,"Race IAT","congruent","ratings first","male",30,21,FALSE
983422513,6,5,"Race IAT","congruent","ratings first","male",30,21,FALSE
915306710,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",29,15,FALSE
915306710,2,4,"Flowers-Insects IAT","incongruent","ratings first","female",29,15,FALSE
915306710,3,4,"Flowers-Insects IAT","incongruent","ratings first","female",29,15,FALSE
915306710,4,4,"Flowers-Insects IAT","incongruent","ratings first","female",29,15,FALSE
915306710,5,4,"Flowers-Insects IAT","incongruent","ratings first","female",29,15,FALSE
915306710,6,4,"Flowers-Insects IAT","incongruent","ratings first","female",29,15,FALSE
143128871,1,4,"Flowers-Insects IAT","congruent","SCIAT first","male",30,19,FALSE
143128871,2,4,"Flowers-Insects IAT","congruent","SCIAT first","male",30,19,FALSE
143128871,3,4,"Flowers-Insects IAT","congruent","SCIAT first","male",30,19,FALSE
143128871,4,4,"Flowers-Insects IAT","congruent","SCIAT first","male",30,19,FALSE
143128871,5,4,"Flowers-Insects IAT","congruent","SCIAT first","male",30,19,FALSE
143128871,6,4,"Flowers-Insects IAT","congruent","SCIAT first","male",30,19,FALSE
748063977,1,5,"Race IAT","congruent","ratings first","female",48,19,FALSE
748063977,2,5,"Race IAT","congruent","ratings first","female",48,19,FALSE
748063977,3,5,"Race IAT","congruent","ratings first","female",48,19,FALSE
748063977,4,5,"Race IAT","congruent","ratings first","female",48,19,FALSE
748063977,5,5,"Race IAT","congruent","ratings first","female",48,19,FALSE
748063977,6,5,"Race IAT","congruent","ratings first","female",48,19,FALSE
445394746,1,4,"Race IAT","incongruent","ratings first","female",21,16,FALSE
445394746,2,3,"Race IAT","incongruent","ratings first","female",21,16,FALSE
445394746,3,2,"Race IAT","incongruent","ratings first","female",21,16,FALSE
445394746,4,3,"Race IAT","incongruent","ratings first","female",21,16,FALSE
445394746,5,5,"Race IAT","incongruent","ratings first","female",21,16,FALSE
445394746,6,6,"Race IAT","incongruent","ratings first","female",21,16,FALSE
445794281,1,3,"Race IAT","congruent","ratings first","male",38,21,FALSE
445794281,2,3,"Race IAT","congruent","ratings first","male",38,21,FALSE
445794281,3,3,"Race IAT","congruent","ratings first","male",38,21,FALSE
445794281,4,3,"Race IAT","congruent","ratings first","male",38,21,FALSE
445794281,5,3,"Race IAT","congruent","ratings first","male",38,21,FALSE
445794281,6,3,"Race IAT","congruent","ratings first","male",38,21,FALSE
386246848,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",32,14,FALSE
386246848,2,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",32,14,FALSE
386246848,3,3,"Flowers-Insects IAT","incongruent","SCIAT first","male",32,14,FALSE
386246848,4,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",32,14,FALSE
386246848,5,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",32,14,FALSE
386246848,6,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",32,14,FALSE
956843913,1,5,"Race IAT","congruent","ratings first","female",58,17,FALSE
956843913,2,6,"Race IAT","congruent","ratings first","female",58,17,FALSE
956843913,3,4,"Race IAT","congruent","ratings first","female",58,17,FALSE
956843913,4,5,"Race IAT","congruent","ratings first","female",58,17,FALSE
956843913,5,5,"Race IAT","congruent","ratings first","female",58,17,FALSE
956843913,6,5,"Race IAT","congruent","ratings first","female",58,17,FALSE
77526532,1,4,"Race IAT","incongruent","SCIAT first","female",40,20,FALSE
77526532,2,4,"Race IAT","incongruent","SCIAT first","female",40,20,FALSE
77526532,3,4,"Race IAT","incongruent","SCIAT first","female",40,20,FALSE
77526532,4,4,"Race IAT","incongruent","SCIAT first","female",40,20,FALSE
77526532,5,4,"Race IAT","incongruent","SCIAT first","female",40,20,FALSE
77526532,6,4,"Race IAT","incongruent","SCIAT first","female",40,20,FALSE
14020169,1,4,"Race IAT","congruent","ratings first","female",44,22,FALSE
14020169,2,4,"Race IAT","congruent","ratings first","female",44,22,FALSE
14020169,3,4,"Race IAT","congruent","ratings first","female",44,22,FALSE
14020169,4,4,"Race IAT","congruent","ratings first","female",44,22,FALSE
14020169,5,4,"Race IAT","congruent","ratings first","female",44,22,FALSE
14020169,6,4,"Race IAT","congruent","ratings first","female",44,22,FALSE
61784683,1,7,"Race IAT","congruent","SCIAT first","female",47,16,FALSE
61784683,2,7,"Race IAT","congruent","SCIAT first","female",47,16,FALSE
61784683,3,7,"Race IAT","congruent","SCIAT first","female",47,16,FALSE
61784683,4,7,"Race IAT","congruent","SCIAT first","female",47,16,FALSE
61784683,5,7,"Race IAT","congruent","SCIAT first","female",47,16,FALSE
61784683,6,7,"Race IAT","congruent","SCIAT first","female",47,16,FALSE
693366393,1,4,"Race IAT","congruent","ratings first","female",30,15,TRUE
693366393,2,4,"Race IAT","congruent","ratings first","female",30,15,TRUE
693366393,3,4,"Race IAT","congruent","ratings first","female",30,15,TRUE
693366393,4,3,"Race IAT","congruent","ratings first","female",30,15,TRUE
693366393,5,4,"Race IAT","congruent","ratings first","female",30,15,TRUE
693366393,6,4,"Race IAT","congruent","ratings first","female",30,15,TRUE
452792693,1,3,"Flowers-Insects IAT","congruent","ratings first","female",60,21,FALSE
452792693,2,5,"Flowers-Insects IAT","congruent","ratings first","female",60,21,FALSE
452792693,3,4,"Flowers-Insects IAT","congruent","ratings first","female",60,21,FALSE
452792693,4,5,"Flowers-Insects IAT","congruent","ratings first","female",60,21,FALSE
452792693,5,5,"Flowers-Insects IAT","congruent","ratings first","female",60,21,FALSE
452792693,6,5,"Flowers-Insects IAT","congruent","ratings first","female",60,21,FALSE
68906880,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",47,15,FALSE
68906880,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",47,15,FALSE
68906880,3,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",47,15,FALSE
68906880,4,5,"Flowers-Insects IAT","incongruent","SCIAT first","male",47,15,FALSE
68906880,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",47,15,FALSE
68906880,6,6,"Flowers-Insects IAT","incongruent","SCIAT first","male",47,15,FALSE
384363251,1,4,"Race IAT","congruent","SCIAT first","female",46,14,FALSE
384363251,2,4,"Race IAT","congruent","SCIAT first","female",46,14,FALSE
384363251,3,4,"Race IAT","congruent","SCIAT first","female",46,14,FALSE
384363251,4,4,"Race IAT","congruent","SCIAT first","female",46,14,FALSE
384363251,5,4,"Race IAT","congruent","SCIAT first","female",46,14,FALSE
384363251,6,4,"Race IAT","congruent","SCIAT first","female",46,14,FALSE
363223603,1,6,"Race IAT","congruent","SCIAT first","female",25,13,FALSE
363223603,2,6,"Race IAT","congruent","SCIAT first","female",25,13,FALSE
363223603,3,6,"Race IAT","congruent","SCIAT first","female",25,13,FALSE
363223603,4,7,"Race IAT","congruent","SCIAT first","female",25,13,FALSE
363223603,5,6,"Race IAT","congruent","SCIAT first","female",25,13,FALSE
363223603,6,6,"Race IAT","congruent","SCIAT first","female",25,13,FALSE
868001054,1,4,"Flowers-Insects IAT","incongruent","ratings first","female",22,15,FALSE
868001054,2,4,"Flowers-Insects IAT","incongruent","ratings first","female",22,15,FALSE
868001054,3,4,"Flowers-Insects IAT","incongruent","ratings first","female",22,15,FALSE
868001054,4,5,"Flowers-Insects IAT","incongruent","ratings first","female",22,15,FALSE
868001054,5,4,"Flowers-Insects IAT","incongruent","ratings first","female",22,15,FALSE
868001054,6,4,"Flowers-Insects IAT","incongruent","ratings first","female",22,15,FALSE
263450431,1,2,"Flowers-Insects IAT","congruent","SCIAT first","male",18,22,FALSE
263450431,2,2,"Flowers-Insects IAT","congruent","SCIAT first","male",18,22,FALSE
263450431,3,3,"Flowers-Insects IAT","congruent","SCIAT first","male",18,22,FALSE
263450431,4,3,"Flowers-Insects IAT","congruent","SCIAT first","male",18,22,FALSE
263450431,5,4,"Flowers-Insects IAT","congruent","SCIAT first","male",18,22,FALSE
263450431,6,4,"Flowers-Insects IAT","congruent","SCIAT first","male",18,22,FALSE
811663184,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",30,15,FALSE
811663184,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",30,15,FALSE
811663184,3,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",30,15,FALSE
811663184,4,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",30,15,FALSE
811663184,5,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",30,15,FALSE
811663184,6,6,"Flowers-Insects IAT","incongruent","SCIAT first","female",30,15,FALSE
584437081,1,4,"Race IAT","congruent","ratings first","male",34,21,FALSE
584437081,2,4,"Race IAT","congruent","ratings first","male",34,21,FALSE
584437081,3,4,"Race IAT","congruent","ratings first","male",34,21,FALSE
584437081,4,4,"Race IAT","congruent","ratings first","male",34,21,FALSE
584437081,5,4,"Race IAT","congruent","ratings first","male",34,21,FALSE
584437081,6,4,"Race IAT","congruent","ratings first","male",34,21,FALSE
89350505,1,6,"Race IAT","congruent","ratings first","male",64,10,FALSE
89350505,2,5,"Race IAT","congruent","ratings first","male",64,10,FALSE
89350505,3,6,"Race IAT","congruent","ratings first","male",64,10,FALSE
89350505,4,5,"Race IAT","congruent","ratings first","male",64,10,FALSE
89350505,5,6,"Race IAT","congruent","ratings first","male",64,10,FALSE
89350505,6,5,"Race IAT","congruent","ratings first","male",64,10,FALSE
341249261,1,3,"Flowers-Insects IAT","congruent","ratings first","male",21,21,FALSE
341249261,2,4,"Flowers-Insects IAT","congruent","ratings first","male",21,21,FALSE
341249261,3,3,"Flowers-Insects IAT","congruent","ratings first","male",21,21,FALSE
341249261,4,3,"Flowers-Insects IAT","congruent","ratings first","male",21,21,FALSE
341249261,5,4,"Flowers-Insects IAT","congruent","ratings first","male",21,21,FALSE
341249261,6,4,"Flowers-Insects IAT","congruent","ratings first","male",21,21,FALSE
535315539,1,4,"Race IAT","congruent","SCIAT first","female",54,13,FALSE
535315539,2,5,"Race IAT","congruent","SCIAT first","female",54,13,FALSE
535315539,3,4,"Race IAT","congruent","SCIAT first","female",54,13,FALSE
535315539,4,4,"Race IAT","congruent","SCIAT first","female",54,13,FALSE
535315539,5,3,"Race IAT","congruent","SCIAT first","female",54,13,FALSE
535315539,6,6,"Race IAT","congruent","SCIAT first","female",54,13,FALSE
270327266,1,5,"Race IAT","incongruent","ratings first","female",21,18,FALSE
270327266,2,5,"Race IAT","incongruent","ratings first","female",21,18,FALSE
270327266,3,6,"Race IAT","incongruent","ratings first","female",21,18,FALSE
270327266,4,3,"Race IAT","incongruent","ratings first","female",21,18,FALSE
270327266,5,4,"Race IAT","incongruent","ratings first","female",21,18,FALSE
270327266,6,4,"Race IAT","incongruent","ratings first","female",21,18,FALSE
44915286,1,2,"Flowers-Insects IAT","incongruent","ratings first","male",43,25,FALSE
44915286,2,3,"Flowers-Insects IAT","incongruent","ratings first","male",43,25,FALSE
44915286,3,3,"Flowers-Insects IAT","incongruent","ratings first","male",43,25,FALSE
44915286,4,2,"Flowers-Insects IAT","incongruent","ratings first","male",43,25,FALSE
44915286,5,2,"Flowers-Insects IAT","incongruent","ratings first","male",43,25,FALSE
44915286,6,2,"Flowers-Insects IAT","incongruent","ratings first","male",43,25,FALSE
605886233,1,4,"Race IAT","congruent","ratings first","female",55,15,FALSE
605886233,2,4,"Race IAT","congruent","ratings first","female",55,15,FALSE
605886233,3,4,"Race IAT","congruent","ratings first","female",55,15,FALSE
605886233,4,4,"Race IAT","congruent","ratings first","female",55,15,FALSE
605886233,5,5,"Race IAT","congruent","ratings first","female",55,15,FALSE
605886233,6,4,"Race IAT","congruent","ratings first","female",55,15,FALSE
176652930,1,4,"Race IAT","incongruent","ratings first","female ",45,19,FALSE
176652930,2,4,"Race IAT","incongruent","ratings first","female ",45,19,FALSE
176652930,3,4,"Race IAT","incongruent","ratings first","female ",45,19,FALSE
176652930,4,4,"Race IAT","incongruent","ratings first","female ",45,19,FALSE
176652930,5,4,"Race IAT","incongruent","ratings first","female ",45,19,FALSE
176652930,6,4,"Race IAT","incongruent","ratings first","female ",45,19,FALSE
986991006,1,4,"Flowers-Insects IAT","incongruent","ratings first","male",54,19,FALSE
986991006,2,5,"Flowers-Insects IAT","incongruent","ratings first","male",54,19,FALSE
986991006,3,4,"Flowers-Insects IAT","incongruent","ratings first","male",54,19,FALSE
986991006,4,4,"Flowers-Insects IAT","incongruent","ratings first","male",54,19,FALSE
986991006,5,4,"Flowers-Insects IAT","incongruent","ratings first","male",54,19,FALSE
986991006,6,3,"Flowers-Insects IAT","incongruent","ratings first","male",54,19,FALSE
832682047,1,3,"Flowers-Insects IAT","congruent","SCIAT first","female",30,15,FALSE
832682047,2,3,"Flowers-Insects IAT","congruent","SCIAT first","female",30,15,FALSE
832682047,3,3,"Flowers-Insects IAT","congruent","SCIAT first","female",30,15,FALSE
832682047,4,2,"Flowers-Insects IAT","congruent","SCIAT first","female",30,15,FALSE
832682047,5,4,"Flowers-Insects IAT","congruent","SCIAT first","female",30,15,FALSE
832682047,6,3,"Flowers-Insects IAT","congruent","SCIAT first","female",30,15,FALSE
233943787,1,5,"Race IAT","congruent","SCIAT first","male ",38,15,FALSE
233943787,2,5,"Race IAT","congruent","SCIAT first","male ",38,15,FALSE
233943787,3,5,"Race IAT","congruent","SCIAT first","male ",38,15,FALSE
233943787,4,5,"Race IAT","congruent","SCIAT first","male ",38,15,FALSE
233943787,5,5,"Race IAT","congruent","SCIAT first","male ",38,15,FALSE
233943787,6,5,"Race IAT","congruent","SCIAT first","male ",38,15,FALSE
747839560,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",30,16,FALSE
747839560,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",30,16,FALSE
747839560,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",30,16,FALSE
747839560,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",30,16,FALSE
747839560,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",30,16,FALSE
747839560,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",30,16,FALSE
713936658,1,4,"Race IAT","incongruent","ratings first","female",65,17,FALSE
713936658,2,4,"Race IAT","incongruent","ratings first","female",65,17,FALSE
713936658,3,4,"Race IAT","incongruent","ratings first","female",65,17,FALSE
713936658,4,4,"Race IAT","incongruent","ratings first","female",65,17,FALSE
713936658,5,4,"Race IAT","incongruent","ratings first","female",65,17,FALSE
713936658,6,4,"Race IAT","incongruent","ratings first","female",65,17,FALSE
678393096,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",32,15,FALSE
678393096,2,3,"Flowers-Insects IAT","incongruent","SCIAT first","female",32,15,FALSE
678393096,3,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",32,15,FALSE
678393096,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",32,15,FALSE
678393096,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","female",32,15,FALSE
678393096,6,5,"Flowers-Insects IAT","incongruent","SCIAT first","female",32,15,FALSE
224925624,1,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",23,17,FALSE
224925624,2,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",23,17,FALSE
224925624,3,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",23,17,FALSE
224925624,4,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",23,17,FALSE
224925624,5,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",23,17,FALSE
224925624,6,4,"Flowers-Insects IAT","incongruent","SCIAT first","male",23,17,FALSE
4497834,1,4,"Race IAT","incongruent","ratings first","female",20,16,FALSE
4497834,2,4,"Race IAT","incongruent","ratings first","female",20,16,FALSE
4497834,3,4,"Race IAT","incongruent","ratings first","female",20,16,FALSE
4497834,4,4,"Race IAT","incongruent","ratings first","female",20,16,FALSE
4497834,5,4,"Race IAT","incongruent","ratings first","female",20,16,FALSE
4497834,6,4,"Race IAT","incongruent","ratings first","female",20,16,FALSE
461598033,1,7,"Race IAT","congruent","ratings first","female",54,15,FALSE
461598033,2,7,"Race IAT","congruent","ratings first","female",54,15,FALSE
461598033,3,7,"Race IAT","congruent","ratings first","female",54,15,FALSE
461598033,4,7,"Race IAT","congruent","ratings first","female",54,15,FALSE
461598033,5,7,"Race IAT","congruent","ratings first","female",54,15,FALSE
461598033,6,7,"Race IAT","congruent","ratings first","female",54,15,FALSE
190340449,1,4,"Race IAT","congruent","ratings first","female",28,21,FALSE
190340449,2,4,"Race IAT","congruent","ratings first","female",28,21,FALSE
190340449,3,4,"Race IAT","congruent","ratings first","female",28,21,FALSE
190340449,4,4,"Race IAT","congruent","ratings first","female",28,21,FALSE
190340449,5,4,"Race IAT","congruent","ratings first","female",28,21,FALSE
190340449,6,4,"Race IAT","congruent","ratings first","female",28,21,FALSE
423007866,1,5,"Race IAT","incongruent","ratings first","female",34,11,FALSE
423007866,2,5,"Race IAT","incongruent","ratings first","female",34,11,FALSE
423007866,3,5,"Race IAT","incongruent","ratings first","female",34,11,FALSE
423007866,4,5,"Race IAT","incongruent","ratings first","female",34,11,FALSE
423007866,5,5,"Race IAT","incongruent","ratings first","female",34,11,FALSE
423007866,6,5,"Race IAT","incongruent","ratings first","female",34,11,FALSE
609200910,1,4,"Flowers-Insects IAT","incongruent","ratings first","male",21,18,FALSE
609200910,2,4,"Flowers-Insects IAT","incongruent","ratings first","male",21,18,FALSE
609200910,3,4,"Flowers-Insects IAT","incongruent","ratings first","male",21,18,FALSE
609200910,4,3,"Flowers-Insects IAT","incongruent","ratings first","male",21,18,FALSE
609200910,5,4,"Flowers-Insects IAT","incongruent","ratings first","male",21,18,FALSE
609200910,6,4,"Flowers-Insects IAT","incongruent","ratings first","male",21,18,FALSE
703624742,1,5,"Flowers-Insects IAT","incongruent","ratings first","female",33,10,FALSE
703624742,2,5,"Flowers-Insects IAT","incongruent","ratings first","female",33,10,FALSE
703624742,3,6,"Flowers-Insects IAT","incongruent","ratings first","female",33,10,FALSE
703624742,4,7,"Flowers-Insects IAT","incongruent","ratings first","female",33,10,FALSE
