"participant","block_n","trial_n","task","item","response","accuracy","rt"
"104","9","26","compatibletest2","targetAleft","18","1","766"
"104","9","27","compatibletest2","attributeA","18","1","693"
"104","9","28","compatibletest2","targetBright","23","1","661"
"104","9","29","compatibletest2","attributeA","18","1","805"
"104","9","30","compatibletest2","targetAleft","18","1","938"
"104","9","31","compatibletest2","attributeB","23","1","806"
"104","9","32","compatibletest2","targetBright","23","1","1128"
"104","9","33","compatibletest2","attributeA","18","1","616"
"104","9","34","compatibletest2","targetBright","23","1","519"
"104","9","35","compatibletest2","attributeB","23","1","518"
"104","9","36","compatibletest2","targetBright","23","1","557"
"104","9","37","compatibletest2","attributeA","18","1","483"
"104","9","38","compatibletest2","targetBright","23","1","530"
"104","9","39","compatibletest2","attributeB","23","1","576"
"104","9","40","compatibletest2","targetBright","23","1","526"
"104","1","1","racism_scale","likert_scale","1",NA,NA
"104","1","2","racism_scale","likert_scale","1",NA,NA
"104","1","3","racism_scale","likert_scale","5",NA,NA
"104","1","4","racism_scale","likert_scale","1",NA,NA
"104","1","5","racism_scale","likert_scale","1",NA,NA
"104","1","6","racism_scale","likert_scale","4",NA,NA
"104","1","7","racism_scale","likert_scale","3",NA,NA
"104","1","1","ratings","images","7",NA,NA
"104","1","2","ratings","images","7",NA,NA
"104","1","3","ratings","images","7",NA,NA
"104","1","4","ratings","images","7",NA,NA
"104","1","5","ratings","images","7",NA,NA
"104","1","6","ratings","images","7",NA,NA
"104","1","2","practice_incompatibletest","attributeB","23","1","1679"
"104","1","3","practice_incompatibletest","attributeA","18","1","552"
"104","1","4","practice_incompatibletest","attributeA","18","1","564"
"104","1","5","practice_incompatibletest","attributeA","18","1","577"
"104","1","6","practice_incompatibletest","attributeB","23","1","469"
"104","1","7","practice_incompatibletest","attributeA","18","1","562"
"104","1","8","practice_incompatibletest","attributeB","23","0","918"
"104","1","9","practice_incompatibletest","attributeB","23","1","793"
"104","1","10","practice_incompatibletest","attributeB","23","1","575"
"104","1","11","practice_incompatibletest","attributeA","18","1","625"
"104","3","1","incompatibletest","attributeB","23","1","1861"
"104","3","2","incompatibletest","targetAright","23","1","916"
"104","3","3","incompatibletest","attributeA","18","1","660"
"104","3","4","incompatibletest","targetAright","23","1","656"
"104","3","5","incompatibletest","attributeA","18","1","667"
"104","3","6","incompatibletest","attributeA","18","1","673"
"104","3","7","incompatibletest","attributeB","23","1","580"
"104","3","8","incompatibletest","targetAright","23","1","588"
"104","3","9","incompatibletest","targetAright","23","1","632"
"104","3","10","incompatibletest","attributeA","18","1","765"
"104","3","11","incompatibletest","attributeB","23","1","499"
"104","3","12","incompatibletest","attributeB","23","1","501"
"104","3","13","incompatibletest","attributeB","23","1","464"
"104","3","14","incompatibletest","attributeA","18","1","614"
"104","3","15","incompatibletest","attributeA","18","1","717"
"104","3","16","incompatibletest","targetAright","23","1","713"
"104","3","17","incompatibletest","targetAright","23","1","729"
"104","3","18","incompatibletest","targetAright","23","1","530"
"104","3","19","incompatibletest","attributeA","18","1","639"
"104","3","20","incompatibletest","targetAright","23","1","546"
"104","3","21","incompatibletest","attributeA","18","1","640"
"104","3","22","incompatibletest","attributeA","18","1","587"
"104","3","23","incompatibletest","attributeB","23","1","558"
"104","3","24","incompatibletest","attributeA","18","1","642"
"104","3","25","incompatibletest","targetAright","23","1","550"
"104","3","26","incompatibletest","attributeB","23","1","657"
"104","3","27","incompatibletest","targetAright","23","1","503"
"104","3","28","incompatibletest","attributeA","18","1","570"
"104","3","29","incompatibletest","targetAright","23","1","636"
"104","3","30","incompatibletest","attributeA","18","1","614"
"104","3","31","incompatibletest","attributeB","23","1","590"
"104","3","32","incompatibletest","targetAright","23","1","435"
"104","3","33","incompatibletest","attributeB","23","1","613"
"104","3","34","incompatibletest","attributeA","18","1","516"
"104","3","35","incompatibletest","targetAright","23","1","451"
"104","3","36","incompatibletest","attributeB","23","1","429"
"104","3","37","incompatibletest","attributeB","23","1","498"
"104","3","38","incompatibletest","targetAright","23","1","432"
"104","3","39","incompatibletest","attributeB","23","1","719"
"104","3","40","incompatibletest","attributeA","18","1","675"
"104","3","41","incompatibletest","attributeA","18","1","572"
"104","3","42","incompatibletest","attributeA","18","1","494"
"104","3","43","incompatibletest","targetAright","23","1","448"
"104","3","44","incompatibletest","attributeA","18","1","551"
"104","3","45","incompatibletest","targetAright","23","1","468"
"104","3","46","incompatibletest","targetAright","23","1","517"
"104","3","47","incompatibletest","attributeA","18","1","551"
"104","3","48","incompatibletest","attributeB","23","1","472"
"104","3","49","incompatibletest","attributeA","18","1","590"
"104","3","50","incompatibletest","attributeA","18","0","908"
"104","3","51","incompatibletest","attributeA","18","0","928"
"104","3","52","incompatibletest","attributeB","23","1","830"
"104","3","53","incompatibletest","attributeA","18","1","664"
"104","3","54","incompatibletest","attributeB","23","1","550"
"104","3","55","incompatibletest","attributeA","18","1","474"
"104","3","56","incompatibletest","attributeA","18","1","597"
"104","3","57","incompatibletest","attributeA","18","1","624"
"104","3","58","incompatibletest","attributeB","23","1","419"
"104","3","59","incompatibletest","attributeB","23","0","902"
"104","3","60","incompatibletest","attributeB","23","1","553"
"104","3","61","incompatibletest","attributeB","23","1","460"
"104","3","62","incompatibletest","attributeA","18","1","568"
"104","3","63","incompatibletest","attributeB","23","1","454"
"104","3","64","incompatibletest","attributeA","18","1","606"
"104","3","65","incompatibletest","targetAright","23","1","661"
"104","3","66","incompatibletest","attributeA","18","1","693"
"104","3","67","incompatibletest","targetAright","23","1","528"
"104","3","68","incompatibletest","attributeA","18","1","626"
"104","3","69","incompatibletest","targetAright","23","1","523"
"104","3","70","incompatibletest","attributeA","18","1","655"
"104","5","1","compatibletest","attributeB","23","1","3074"
"104","5","2","compatibletest","attributeB","23","1","1894"
"104","5","3","compatibletest","attributeB","23","1","1763"
"104","5","4","compatibletest","attributeA","18","1","698"
"104","5","5","compatibletest","attributeA","18","1","662"
"104","5","6","compatibletest","targetAleft","18","1","524"
"104","5","7","compatibletest","attributeB","23","1","523"
"104","5","8","compatibletest","targetAleft","18","0","1246"
"104","5","9","compatibletest","attributeB","23","1","880"
"104","5","10","compatibletest","attributeB","23","1","1228"
"104","5","11","compatibletest","attributeB","23","1","813"
"104","5","12","compatibletest","attributeA","18","1","694"
"104","5","13","compatibletest","attributeB","23","1","687"
"104","5","14","compatibletest","targetAleft","18","1","583"
"104","5","15","compatibletest","targetAleft","18","1","549"
"104","5","16","compatibletest","attributeA","18","1","497"
"104","5","17","compatibletest","attributeB","23","1","529"
"104","5","18","compatibletest","attributeA","18","1","658"
"104","5","19","compatibletest","targetAleft","18","1","541"
"104","5","20","compatibletest","attributeB","23","1","614"
"104","5","21","compatibletest","attributeB","23","1","638"
"104","5","22","compatibletest","attributeB","23","1","705"
"104","5","23","compatibletest","targetAleft","18","1","443"
"104","5","24","compatibletest","attributeB","23","1","754"
"104","5","25","compatibletest","attributeB","23","1","674"
"104","5","26","compatibletest","attributeB","23","1","804"
"104","5","27","compatibletest","attributeB","23","1","439"
"104","5","28","compatibletest","targetAleft","18","1","520"
"104","5","29","compatibletest","attributeB","23","1","591"
"104","5","30","compatibletest","attributeA","18","1","629"
"104","5","31","compatibletest","attributeA","18","1","460"
"104","5","32","compatibletest","targetAleft","18","1","789"
"104","5","33","compatibletest","attributeA","18","1","726"
"104","5","34","compatibletest","attributeB","23","0","905"
"104","5","35","compatibletest","targetAleft","18","1","559"
"104","5","36","compatibletest","attributeB","23","1","626"
"104","5","37","compatibletest","targetAleft","18","1","490"
"104","5","38","compatibletest","attributeB","23","1","730"
"104","5","39","compatibletest","attributeA","18","1","713"
"104","5","40","compatibletest","targetAleft","18","0","977"
"104","5","41","compatibletest","attributeA","18","1","1086"
"104","5","42","compatibletest","attributeA","18","1","543"
"104","5","43","compatibletest","attributeB","23","0","856"
"104","5","44","compatibletest","attributeA","18","1","700"
"104","5","45","compatibletest","targetAleft","18","1","516"
"104","5","46","compatibletest","targetAleft","18","1","521"
"104","5","47","compatibletest","attributeB","23","1","558"
"104","5","48","compatibletest","attributeB","23","1","873"
"104","5","49","compatibletest","targetAleft","18","1","520"
"104","5","50","compatibletest","attributeA","18","1","520"
"104","5","51","compatibletest","attributeB","23","0","960"
"104","5","52","compatibletest","targetAleft","18","1","601"
"104","5","53","compatibletest","attributeB","23","1","628"
"104","5","54","compatibletest","targetAleft","18","1","620"
"104","5","55","compatibletest","attributeA","18","1","679"
"104","5","56","compatibletest","attributeB","23","1","745"
"104","5","57","compatibletest","targetAleft","18","1","550"
"104","5","58","compatibletest","attributeB","23","1","723"
"104","5","59","compatibletest","attributeA","18","1","441"
"104","5","60","compatibletest","attributeB","23","1","568"
"104","5","61","compatibletest","targetAleft","18","1","567"
"104","5","62","compatibletest","attributeA","18","1","622"
"104","5","63","compatibletest","targetAleft","18","1","467"
"104","5","64","compatibletest","attributeB","23","1","562"
"104","5","65","compatibletest","targetAleft","18","1","466"
"104","5","66","compatibletest","attributeA","18","1","474"
"104","5","67","compatibletest","attributeA","18","1","650"
"104","5","68","compatibletest","attributeA","18","1","599"
"104","5","69","compatibletest","attributeA","18","1","435"
"104","5","70","compatibletest","attributeB","23","1","559"
"106","1","1","debriefing","debriefing","57","0","16163"
"106","1","1","demographics","age","55","1","3406"
"106","1","2","demographics","gender","female","1","9414"
"106","1","2","targetincompatiblepractice","targetBleft","18","1","2662"
"106","1","3","targetincompatiblepractice","targetAright","23","1","948"
"106","1","4","targetincompatiblepractice","targetBleft","18","1","666"
"106","1","5","targetincompatiblepractice","targetAright","23","1","1044"
"106","1","6","targetincompatiblepractice","targetAright","23","1","1171"
"106","1","7","targetincompatiblepractice","targetBleft","18","1","756"
"106","1","8","targetincompatiblepractice","targetBleft","18","1","759"
"106","1","9","targetincompatiblepractice","targetBleft","18","1","1060"
"106","1","10","targetincompatiblepractice","targetAright","23","1","689"
"106","1","11","targetincompatiblepractice","targetBleft","18","1","827"
"106","1","12","targetincompatiblepractice","targetAright","23","1","667"
"106","1","13","targetincompatiblepractice","targetAright","23","1","899"
"106","1","14","targetincompatiblepractice","targetAright","23","1","698"
"106","1","15","targetincompatiblepractice","targetBleft","18","1","707"
"106","1","16","targetincompatiblepractice","targetAright","23","1","686"
"106","1","17","targetincompatiblepractice","targetBleft","18","1","644"
"106","1","18","targetincompatiblepractice","targetAright","23","1","803"
"106","1","19","targetincompatiblepractice","targetBleft","18","1","583"
"106","1","20","targetincompatiblepractice","targetAright","23","1","703"
"106","1","21","targetincompatiblepractice","targetBleft","18","1","631"
"106","2","2","attributepractice","attributeA","18","1","1321"
"106","2","3","attributepractice","attributeA","18","1","666"
